20170103,CI,133.91,135.83,133.66,135.72,1443077
20170104,CI,136.08,138.89,133.7,138.72,1207766
20170105,CI,139.08,142.77,138.33,141.71,1446708
20170106,CI,141.0,143.15,140.99,141.81,983705
20170109,CI,141.31,142.61,140.05,142.35,986230
20170110,CI,141.24,142.0,140.2,140.23,1245175
20170111,CI,140.56,142.64,139.88,142.64,1418583
20170112,CI,141.54,145.79,141.03,144.67,1726106
20170113,CI,144.31,146.77,143.78,146.31,1488501
20170117,CI,145.95,145.96,144.02,144.77,1079795
20170118,CI,145.4,145.4,140.22,141.97,1974692
20170119,CI,141.33,146.31,133.52,144.16,2538382
20170120,CI,144.78,145.67,143.375,144.77,1333709
20170123,CI,144.32,145.7,142.25,145.31,1576413
20170124,CI,145.21,147.54,144.02,146.53,1260849
20170125,CI,147.02,149.23,146.63,148.57,1211613
20170126,CI,148.28,148.7,146.65,146.8,1017461
20170127,CI,147.56,148.0,145.42,146.81,1100900
20170130,CI,146.78,146.79,144.31,145.7,687385
20170131,CI,145.12,146.53,144.5,146.22,884367
20170201,CI,147.0,149.42,145.36,147.64,1254488
20170202,CI,149.7,150.69,144.03,148.29,1532131
20170203,CI,149.07,150.11,148.1,149.3,1222724
20170206,CI,148.67,149.56,145.98,147.03,1277483
20170207,CI,147.07,148.63,145.93,147.9,772545
20170208,CI,147.0,148.69,146.3,147.84,652860
20170209,CI,147.74,148.31,145.34,148.14,2312726
20170210,CI,147.55,149.32,145.5,145.55,1918487
20170213,CI,146.62,147.15,144.82,145.85,1067143
20170214,CI,145.22,148.08,144.5,146.68,1939518
20170215,CI,146.21,147.66,145.58,146.59,2248996
20170216,CI,146.84,146.94,143.865,145.33,1569438
20170217,CI,144.18,144.26,141.93,143.56,2018752
20170221,CI,144.01,147.24,143.66,146.97,1773376
20170222,CI,146.24,148.42,145.92,147.49,1625755
20170223,CI,147.62,147.75,147.11,147.51,1447382
20170224,CI,147.46,147.61,146.54,147.04,919270
20170227,CI,146.76,150.0,146.25,149.72,2660427
20170228,CI,149.72,149.86,148.41,148.9,1428313
20170301,CI,150.0,152.99,149.31,152.2,1520094
20170302,CI,152.1,152.375,151.1,151.58,817661
20170303,CI,150.89,152.62,149.0,151.99,749119
20170306,CI,150.88,153.11,150.85,152.96,1843981
20170307,CI,152.59,154.24,151.15,151.84,1653095
20170308,CI,151.74,153.02,150.68,152.24,832198
20170309,CI,152.8,153.05,151.46,152.2,980044
20170310,CI,153.16,153.34,151.405,151.92,1270637
20170313,CI,152.33,153.92,151.32,153.4,1138273
20170314,CI,152.97,154.31,152.33,153.54,1299281
20170315,CI,154.28,154.83,153.49,154.0,1452839
20170316,CI,153.99,154.27,151.6,151.79,1342497
20170317,CI,151.53,152.38,150.885,151.89,1563181
20170320,CI,152.16,153.02,150.71,151.13,1634617
20170321,CI,151.78,151.81,149.29,149.61,1742982
20170322,CI,150.08,151.33,148.3401,150.37,1104193
20170323,CI,149.99,151.36,149.01,149.18,870230
20170324,CI,149.37,150.41,144.97,145.82,2130880
20170327,CI,144.22,146.36,143.85,146.04,2003584
20170328,CI,146.02,148.66,145.55,148.3,921087
20170329,CI,147.63,148.52,146.67,147.23,823087
20170330,CI,147.55,148.94,147.14,147.6,804835
20170331,CI,147.51,147.595,146.49,146.49,1440562
20170403,CI,146.7,151.0,146.7,149.39,1631029
20170404,CI,149.07,150.7,148.75,150.54,1222676
20170405,CI,151.01,152.0,149.43,149.91,1457600
20170406,CI,149.91,151.4,148.75,151.21,1502834
20170407,CI,151.1,152.27,150.04,152.04,1480878
20170410,CI,152.01,153.19,151.57,152.28,1491351
20170411,CI,151.47,151.86,150.64,151.57,829400
20170412,CI,150.9,151.39,149.87,150.59,791941
20170413,CI,150.25,151.07,149.77,150.41,774856
20170417,CI,150.67,151.23,150.25,151.17,823792
20170418,CI,151.17,151.43,149.1,149.82,1044375
20170419,CI,150.51,152.34,149.9515,151.95,790014
20170420,CI,151.69,156.205,151.045,155.38,1756256
20170421,CI,155.21,155.36,153.94,155.08,971516
20170424,CI,156.41,157.305,155.5,155.96,911110
20170425,CI,155.47,159.075,155.47,157.18,1168432
20170426,CI,157.32,158.62,155.7,156.93,907741
20170427,CI,157.21,158.23,155.9,156.21,726951
20170428,CI,155.72,157.4,152.89,156.37,1578992
20170501,CI,156.68,158.47,156.48,157.52,942718
20170502,CI,157.89,158.815,156.23,158.38,1051373
20170503,CI,158.22,159.15,156.64,157.03,970255
20170504,CI,157.79,158.16,155.32,156.73,1407083
20170505,CI,159.0,161.57,158.24,160.25,1623137
20170508,CI,160.66,162.125,160.1101,161.75,1435033
20170509,CI,161.86,163.48,161.775,162.65,1280827
20170510,CI,162.0,163.28,161.68,162.9,1447774
20170511,CI,163.04,164.29,161.7,163.82,989157
20170512,CI,163.5,164.88,161.53,162.03,1441420
20170515,CI,161.7,162.93,161.17,162.1,1578498
20170516,CI,162.0,162.17,160.405,161.34,1318993
20170517,CI,159.96,160.71,158.29,158.41,1633536
20170518,CI,158.89,160.67,158.41,160.1,1450305
20170519,CI,160.41,161.55,159.3,159.48,1607577
20170522,CI,159.76,160.1399,158.79,159.35,1586573
20170523,CI,159.35,160.72,159.35,160.52,786147
20170524,CI,160.58,162.14,160.09,161.86,854671
20170525,CI,162.58,164.28,161.64,161.65,1796932
20170526,CI,161.87,162.13,159.91,161.32,1348799
20170530,CI,161.45,162.27,161.05,161.5,1084061
20170531,CI,161.42,162.37,160.76,161.23,1130230
20170601,CI,161.79,164.8,161.2,163.95,2236148
20170602,CI,164.0,165.155,163.78,164.46,1378322
20170605,CI,164.59,165.59,163.89,164.76,1590494
20170606,CI,164.5,167.06,164.23,165.5,2165053
20170607,CI,165.92,170.0,165.9,168.48,2572533
20170608,CI,168.49,169.5,165.67,166.51,3074771
20170609,CI,166.61,168.08,165.63,166.74,1746430
20170612,CI,166.5,166.95,163.46,166.8,1595289
20170613,CI,166.82,167.75,165.88,166.55,1383822
20170614,CI,167.0,168.36,166.44,168.11,1199632
20170615,CI,167.65,168.2,166.56,167.28,1056758
20170616,CI,167.83,169.25,167.12,169.08,2009547
20170619,CI,169.08,170.5,169.08,170.26,1895569
20170620,CI,170.0,170.56,169.17,169.58,2130844
20170621,CI,169.52,171.62,169.52,170.18,1356071
20170622,CI,170.2,173.21,169.79,170.68,2193443
20170623,CI,171.0,171.145,168.9,169.61,3666172
20170626,CI,169.65,169.9131,167.94,168.26,1407037
20170627,CI,168.65,169.36,166.89,167.05,1711335
20170628,CI,167.83,169.03,167.37,168.13,1272035
20170629,CI,168.5,168.86,166.06,166.7,1112049
20170630,CI,166.69,168.06,166.56,167.39,1751922
20170703,CI,168.27,168.44,166.805,167.5,854269
20170705,CI,167.55,169.32,167.25,169.16,2368269
20170706,CI,168.85,169.34,166.86,167.94,1049246
20170707,CI,168.5,170.39,168.11,169.61,1529609
20170710,CI,169.22,170.64,168.46,169.57,1759395
20170711,CI,169.65,171.34,169.175,171.16,1101008
20170712,CI,171.51,173.44,170.88,172.06,1474157
20170713,CI,172.24,174.2,171.99,173.05,1073688
20170714,CI,173.01,174.27,172.6,173.8,945816
20170717,CI,174.4,174.4,172.96,174.19,1019027
20170718,CI,174.23,174.46,170.81,172.1,1392267
20170719,CI,172.45,174.9699,172.45,174.31,1240517
20170720,CI,174.31,175.05,173.58,174.49,883266
20170721,CI,174.24,175.17,173.985,174.23,726760
20170724,CI,174.14,174.91,173.63,174.53,940902
20170725,CI,175.28,175.8,173.56,173.81,1166110
20170726,CI,173.48,174.47,172.52,173.57,912963
20170727,CI,173.33,173.58,171.19,172.07,860195
20170728,CI,172.26,174.2,170.92,173.97,920279
20170731,CI,173.89,175.18,173.34,173.56,988781
20170801,CI,173.18,175.33,173.18,174.74,924313
20170802,CI,173.18,175.33,173.18,174.74,924370
20170803,CI,175.85,177.235,174.96,176.05,1574016
20170804,CI,177.99,178.5,170.55,172.55,2225509
20170807,CI,172.67,176.975,172.5,175.98,1692148
20170808,CI,175.67,176.79,174.68,175.63,1109214
20170809,CI,175.7,178.35,174.5,178.08,1508798
20170810,CI,177.38,178.5699,175.12,175.36,1143729
20170811,CI,175.99,176.82,174.22,174.38,1174009
