20170103,GOOGL,800.62,811.435,796.89,808.01,1959033
20170104,GOOGL,809.89,813.43,804.11,807.77,1515339
20170105,GOOGL,807.5,813.74,805.92,813.02,1340535
20170106,GOOGL,814.99,828.96,811.5,825.21,2017097
20170109,GOOGL,826.37,830.43,821.62,827.18,1408924
20170110,GOOGL,827.07,829.41,823.14,826.01,1197442
20170111,GOOGL,826.62,829.9,821.47,829.86,1325394
20170112,GOOGL,828.38,830.38,821.01,829.53,1350308
20170113,GOOGL,831.0,834.65,829.52,830.94,1290182
20170117,GOOGL,830.0,830.18,823.2001,827.46,1440905
20170118,GOOGL,829.8,829.81,824.08,829.02,1027698
20170119,GOOGL,829.0,832.9999,823.96,824.37,1070454
20170120,GOOGL,829.09,829.24,824.6,828.17,1306183
20170123,GOOGL,831.61,845.5428,828.7,844.43,2457377
20170124,GOOGL,846.98,851.52,842.28,849.53,1688375
20170125,GOOGL,853.55,858.7936,849.74,858.45,1662148
20170126,GOOGL,859.05,861.0,850.5201,856.98,3493251
20170127,GOOGL,859.0,867.0,841.9,845.03,3752497
20170130,GOOGL,837.06,837.23,821.03,823.83,3516933
20170131,GOOGL,819.5,823.07,813.4,820.19,2020180
20170201,GOOGL,824.0,824.0,812.25,815.24,2251047
20170202,GOOGL,815.0,824.56,812.051,818.26,1689179
20170203,GOOGL,823.13,826.13,819.35,820.13,1528095
20170206,GOOGL,820.92,822.39,814.29,821.62,1350875
20170207,GOOGL,825.5,831.92,823.2926,829.23,1666605
20170208,GOOGL,830.53,834.25,825.11,829.88,1302225
20170209,GOOGL,831.73,831.98,826.5,830.06,1194238
20170210,GOOGL,832.95,837.15,830.51,834.85,1415128
20170213,GOOGL,837.7,841.735,836.246,838.96,1295708
20170214,GOOGL,839.77,842.0,835.83,840.03,1363345
20170215,GOOGL,838.81,841.7725,836.22,837.32,1357185
20170216,GOOGL,838.5,842.69,837.26,842.17,1005084
20170217,GOOGL,841.31,846.94,839.78,846.55,1461210
20170221,GOOGL,847.99,852.2,846.55,849.27,1261062
20170222,GOOGL,848.0,853.79,846.7101,851.36,1224889
20170223,GOOGL,851.08,852.62,842.5,851.0,1386681
20170224,GOOGL,847.65,848.36,842.9601,847.81,1346189
20170227,GOOGL,844.95,850.67,843.01,849.67,1010333
20170228,GOOGL,847.35,848.83,841.4422,844.93,1383119
20170301,GOOGL,851.38,858.0,849.02,856.75,1818671
20170302,GOOGL,856.31,856.49,848.72,849.85,1250938
20170303,GOOGL,848.94,850.82,844.705,849.08,1006612
20170306,GOOGL,846.86,848.94,841.17,847.27,1047872
20170307,GOOGL,847.26,853.33,845.52,851.15,1038696
20170308,GOOGL,853.12,856.93,851.25,853.64,1029834
